Row,Tip B,Root B,Span B,Sweep B,Body Length B,Body Diameter B+S,Tip S,Root S,Span S,Sweep S,Body Length S,Mach Number,S Power Off,S Power On,B+S Power Off,B+S Power On,CP S,CP B+S
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,1.2,1.07679013856174,1.00895458033546,1.28718479291535,1.21934923468907,344.00859420326852011687823552,375.2851485384489170417725672
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,1.3,1.14895426936741,1.08111871114113,1.35821604830286,1.29038049007658,343.76335380356242400775435827,375.58772041146171001594993273
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,1.4,1.24817763631295,1.18034207808667,1.4570753368959,1.38923977866962,343.54904943631875998586008279,375.69246801110622098351138163
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,1.5,1.37309996290245,1.30526440467617,1.58482330942032,1.51698775119404,343.35400998183729081900655898,375.66355784730985532562297668
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,1.6,1.41380827656249,1.34597271833621,1.63124821028289,1.56341265205661,342.85668993167658973896443719,375.72659530413516134237290713
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,1.7,1.39431306099155,1.32647750276527,1.61984719230951,1.55201163408323,341.96247034830753646142039271,375.86412203883738856803710354
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,1.8,1.37822369322736,1.31038813500108,1.61406089543566,1.54622533720938,340.91991009536559637559933617,376.00242167815381993031195692
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,1.9,1.36391074524278,1.2960751870165,1.61217056392943,1.54433500570315,339.7897927540971467818305955,376.09625215145480297291148029
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,2.0,1.35040764799511,1.28205001298831,1.61315779343388,1.54480015842708,338.6055472583555280619961651,376.11677632851897821252770237
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,2.1,1.34163363452095,1.27153574357909,1.62239915440621,1.55230126346435,337.38743531242550358567306195,376.11832534907239578770836313
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,2.2,1.33283870160073,1.2610005547238,1.63367363080044,1.56183548392351,336.14832325597673261313973101,376.10109100226805475138310936
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,2.3,1.32479635409629,1.2513919768778,1.64546883426006,1.57206445704158,335.02268650748465233007148121,376.07042002464705629629328507
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,2.4,1.31474136493482,1.23942270618776,1.66197835859726,1.58665969985021,333.64021505525900399444268988,376.01464187401797387378053573
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,2.5,1.30538288244059,1.23096321110599,1.66604710961328,1.59162743827868,332.3820809410348031011818191,375.81551335467696239569645675
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,2.6,1.29584633558774,1.22496489486626,1.65395162507578,1.5830701843543,331.12647335385508289358806245,375.35270306362584054334230495
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,2.7,1.28617633577156,1.21883312566319,1.64205833516849,1.57471512506013,329.87605135733478509892995604,374.79641921817884911371180279
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,2.8,1.27642319862703,1.21261821913178,1.63033024184972,1.56652526235447,328.63335673847363494496135308,374.17240736754364070009668996
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,2.9,1.26663792979151,1.20637118090938,1.6187509779211,1.55848422903898,327.4002906161435932544592905,373.49914163143436208324832716
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,3.0,1.25686844161023,1.20013992336416,1.6073169884246,1.55058847017853,326.17847410855425841774666593,372.79003543014454761025570128
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,3.1,1.24715797483401,1.19224373245356,1.59603249740801,1.54111825502756,324.969314598726807924986721,372.05524044563677517696160463
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,3.2,1.23754424938254,1.1844442828677,1.58490613462016,1.53180616810533,323.58670671733550098332653974,371.16413214300262565145085234
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,3.3,1.22805922309988,1.17677353245066,1.57394844349555,1.52266275284632,321.89983746523535998052098281,370.02337756697930337353161919
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,3.4,1.21872923480217,1.16925782001856,1.56317042021721,1.5136990054336,320.21593791870223103259217473,368.86245856384614045553659095
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,3.5,1.20957544851415,1.16191830959615,1.55258251794107,1.50492537902307,318.5367150605235944970789007,367.68560792113127502175699628
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,3.6,1.20061418866486,1.15477132561247,1.54219390386014,1.49635104080776,316.86380303866424800828352563,366.49629473754859758309102922
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,3.7,1.19185752072304,1.14782893353627,1.53201220292833,1.48798361574156,315.19865831259766583671967248,365.2974911732236870086155171
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,3.8,1.18331376535841,1.14109945403725,1.52204324099457,1.47982892967341,313.54280201916175069431974752,364.09169570947341718672514682
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,3.9,1.17498790762891,1.1342661968742,1.51229109022749,1.47156937947277,311.89738809589634633662994106,362.88106640653383720997567681
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,4.0,1.16688209071232,1.12733130540846,1.50275788936444,1.46320710406059,310.26374396749211824896294849,361.66761611235431819680803077
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,4.1,1.15977477372229,1.1212778213242,1.49436569780207,1.45586874540399,308.80440824186984330590235932,360.5744421236190868173377054
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,4.2,1.15132717999514,1.11411824559299,1.48434876590582,1.44713983150367,307.03619416400201430026950643,359.23878081253594089965561288
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,4.3,1.14387143184447,1.10783342289319,1.47546901891418,1.4394310099629,305.44449244153782614197125857,358.02643442862068832722932166
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,4.4,1.13662297656778,1.10182253461634,1.46680093214006,1.43200049018862,303.8686554887573649500536099,356.81706257308280133256161531
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,4.5,1.12957483799793,1.09640123091331,1.45833927132896,1.42516566424434,302.30967826423665699181216455,355.61193480933797111300976214
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,4.6,1.12339607013812,1.09160504089149,1.45089506037373,1.41910403112711,300.92155973912222797877495868,354.53168693324861445660200183
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,4.7,1.11604612794694,1.08584763379345,1.4420089872358,1.41181049308231,299.2453336934640020668490792,353.21835843973493686046874884
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,4.8,1.10954678470374,1.08070987122885,1.43412489725498,1.4052879837801,297.74144497479508418681794883,352.0318120640138227949234249
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,4.9,1.10321057982507,1.07565918440809,1.4264166507777,1.39886525536072,296.25733421129713935097469619,350.85321393848590629910750387
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,5.0,1.09702661574818,1.07068998972555,1.41887466494265,1.39253803892002,294.66137015893833671577996719,349.57732905922768849094520047
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,5.1,1.09158191122229,1.06628212162319,1.41222076126091,1.38692097166181,293.24210854232699227607271788,348.4372299003581832984264553
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,5.2,1.08507003082595,1.06096977952106,1.40424884620902,1.38014859490413,291.51564163194655401441183684,347.04155705557485152620453851
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,5.3,1.07927396462305,1.05620389557502,1.39714352307896,1.37407345403094,289.95453217466740422342075712,345.77116947314391823557178537
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,5.4,1.07495033662278,1.0528569269327,1.39205105397082,1.36995764428074,288.40183220328296826052334559,344.49973244314087558386528489
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,5.5,1.07077900095192,1.04961220737285,1.3876596677231,1.36649287414403,286.85816555124903766996259528,343.22776796966797516426094757
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,5.6,1.06663455942464,1.04634754710743,1.38327448489372,1.36298747257651,285.32383690266772841367834555,341.95563483721337346377324029
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,5.7,1.06250767410695,1.04305656980214,1.37888880455612,1.35943770025131,283.79949524212508607620592332,340.68392613545729670059274557
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,5.8,1.05838877619259,1.03973244343065,1.3744955488905,1.35583921612856,282.28543569027873962984392439,339.4129201049587851397606179
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,5.9,1.05426799512499,1.03636782917222,1.37008697262206,1.35218680666929,280.78218748545198572834833266,338.14310141314375023913704763
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,6.0,1.05013529364842,1.03295503427839,1.36565506114368,1.34847480177365,279.28999941916873150748702947,336.87481134122293406604266715
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,0.1,0.622004402151449,0.596898820047406,0.979427487314324,0.954321905210281,197.16654511121941610447865232,314.91332668249942887859442859
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,0.2,0.597369394125519,0.572263812021476,0.969327663649066,0.944222081545023,197.16654511121941610447865232,314.91332668249942887859442859
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,0.3,0.577710856009483,0.55260527390544,0.946970704346647,0.921865122242604,197.16654511121941610447865232,314.91332668249942887859442859
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,0.4,0.563771178426957,0.538665596322914,0.931072538038476,0.905966955934434,197.16654511121941610447865232,314.91332668249942887859442859
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,0.5,0.553044537697616,0.527938955593573,0.91859129134793,0.893485709243887,197.16654511121941610447865232,314.91332668249942887859442859
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,0.6,0.544508855900323,0.518381569793629,0.908835006868099,0.882707720761405,197.16654511121941610447865232,314.91332668249942887859442859
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,0.7,0.540638217251508,0.509402411131558,0.913129361569349,0.881893555449399,197.16654511121941610447865232,314.91332668249942887859442859
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,0.8,0.537861104439277,0.501516778306071,0.918728804424283,0.882384478291077,197.16654511121941610447865232,314.91332668249942887859442859
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,0.9,0.535922352640809,0.494469506494348,0.925363202819071,0.883910356672609,197.16654511121941610447865232,314.91332668249942887859442859
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,1.0,0.627155905111272,0.566534253606175,2.01366294062901,1.95304128912391,201.288676930172,319.09682897013
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,1.1,0.666788822139184,0.596092359690874,3.08119802051451,3.0105015580662,203.37586212374664172967942671,321.35256617701021516107989794
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,1.2,0.651040095401767,0.583204537175486,2.84998338851016,2.78214783028388,203.46771998411309087612135664,321.97795760212996496719310922
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,1.3,0.631957983228525,0.564122425002244,2.78625682133395,2.71842126310767,203.43596313033720349720856291,321.41067022255739711205211882
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,1.4,0.615637257259334,0.547801699033054,2.77077730058918,2.7029417423629,202.50111153867496694381320272,320.50009730712549585424206786
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,1.5,0.602579245914565,0.534743687688284,2.77321114484964,2.70537558662336,201.65066372331983787215280018,319.42273073695424293430270634
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,1.6,0.592119911359311,0.52428435313303,2.78195641546659,2.71412085724031,200.85912839718942035089259472,318.28916887466469322781175574
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,1.7,0.584063878501306,0.516228320275026,2.79244489727632,2.72460933905003,200.11171901295839116172205487,317.14258769875486400780113648
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,1.8,0.578298529960774,0.510462971734494,2.8028432799458,2.73500772171952,199.39921246713575069933456689,316.00208834274479389610901922
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,1.9,0.574750814842223,0.506915256615942,2.81253367479336,2.74469811656708,198.71546556401429393529976299,314.8768449533125909111979024
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,2.0,0.573373585090114,0.505015950083314,2.82145829088764,2.75310065588084,198.05598214446811985360420552,313.7711503238653831461211182
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,2.1,0.577295760038232,0.507197869096368,2.83511695886576,2.76501906792389,197.41762458268840448698006734,312.68730077299384302028315328
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,2.2,0.583398952659368,0.51156080578244,2.84858244323381,2.77674429635688,196.79797684055563345335722153,311.62621345617131312524291274
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,2.3,0.583589260032039,0.510184882813552,2.85365421919494,2.78024984197646,196.23627228440502885515237413,310.69401453249574037419014283
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,2.4,0.569685297060088,0.494366638313031,2.84382235251806,2.768503693771,195.43137703166497060353730725,309.60046296428737806398371579
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,2.5,0.557807238912984,0.483387567578388,2.83413783691559,2.759718165581,194.6064678888177149911378407,308.6455493797775378754992793
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,2.6,0.546559448183247,0.475678007461768,2.8239037366269,2.75302229590542,193.71300412148480991034965898,307.72403641295750489831811555
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,2.7,0.535870153331285,0.468526943222922,2.81325991824129,2.74591670813293,192.76725748253612772525447167,306.83259715231708514159046867
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,2.8,0.52568225375851,0.461877274263264,2.80232813099046,2.73852315149521,191.78255694193176480371932892,305.96839357404111028517846195
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,2.9,0.515950343021948,0.455683594139818,2.7912131027224,2.73094635384027,190.76956717157760519677781812,305.12883530668533950858035129
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,3.0,0.506637610431547,0.449909092185483,2.78000341666611,2.72327489842005,189.73745388119568196827861687,304.31205841535590659008867356
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,3.1,0.497713904448112,0.442799662067661,2.76877324209891,2.71385899971846,188.69330329105164775629581528,303.51641731162986327932466225
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,3.2,0.489154080639169,0.436054114124331,2.75758411577153,2.70448414925669,187.43383925427533498391186362,302.63637610191931867251057665
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,3.3,0.480936729032473,0.429651038383249,2.74648640401521,2.69520071336599,185.83533253521169001109649651,301.59699245322516091665193515
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,3.4,0.473043165635555,0.423571750851945,2.73552087700806,2.68604946222445,184.25155609538187275842857613,300.56676532008593164050031478
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,3.5,0.46545678999862,0.417799651080623,2.72472006178644,2.67706292286845,182.68602360183036748434876884,299.54525451546064354617491107
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,3.6,0.458162431147978,0.412319568095594,2.71410928996432,2.66826642691194,181.14165830722007040913335952,298.53220874287502046485625749
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,3.7,0.45114595422406,0.407117367037289,2.70370782711012,2.65967923992335,179.62099047936266644566076154,297.52752287787822289514739209
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,3.8,0.444393975339393,0.402179664018236,2.69352975235959,2.65131544103843,178.12611596064609606866116378,296.53109681986729245235252265
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,3.9,0.43789360140021,0.397171890645495,2.68358466934548,2.64286295859077,176.65886181793739378488083053,295.54287346874368245502755755
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,4.0,0.431632262276586,0.392081476972728,2.67387842151402,2.63432763621017,175.22064555582312906366460862,294.56289462321867482795488555
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,4.1,0.426191221282347,0.38769426888426,2.66534924069745,2.62685228829936,173.9522077543491668061302508,293.68810737157265109327638399
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,4.2,0.419777397471783,0.382568463069639,2.65519021203465,2.61798127763251,172.43634850937508010487103155,292.62827852788714670792688574
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,4.3,0.414159493316658,0.378121484365371,2.64620575409447,2.61016774514319,171.09207046082301399413285174,291.67397589332219420544133019
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,4.4,0.408731742172561,0.37393130022112,2.63745588950209,2.60265544755065,169.78062736618184390141458959,290.72858523147378671532756999
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,4.5,0.40348206215261,0.370308455067988,2.62893469058452,2.5957610834999,168.50258001909833349641589674,289.79228985339764487460101222
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,4.6,0.398899575517641,0.367108546271016,2.62145504120712,2.58966401196049,167.38124935471024311823258433,288.95770303090695687018793652
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,4.7,0.393468434890059,0.363269940736572,2.6125477050137,2.58234921086022,166.04813199973358380278597053,287.94807871601425319635907535
3,16.46887241,12.90307526,13.99708309,5.855487957,142.0114176,16.12967747,7.804150346,11.18618218,4.704392033,9.520793399,103.4669556,4.8,0.388680239352349,0.359843325877463,2.60466394889641,2.57582703542152,164.87208718508333055460457414,287.04059485032079341778219994
