Row,Tip B,Root B,Span B,Sweep B,Body Length B,Body Diameter B+S,Tip S,Root S,Span S,Sweep S,Body Length S,Mach Number,S Power Off,S Power On,B+S Power Off,B+S Power On,CP S,CP B+S
2,9.805650471,8.141678473,7.941745145,17.81981832,160.327944,17.08225685,12.59254938,14.50520877,10.85182099,12.69272439,188.9990833,8.244853738,0.424359917152991,0.399254335048948,0.793021492352293,0.76791591024825,93.93095261534440144268091226,137.03329906862201736906676915
