Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
72.67558,S,62.91545,1.006155,0,0.8242403,0,0,65.07144,0.5245602,0,62.43931,100.3944,6.151556,-32.0285933421488,-32.0285933421486,-0.00000336558219933072,1025.67013409462,1025.67013400819,0.013315601022991,89.99926,89.99926,127867.9,0.8459605
72.68558,S,62.92545,1.005822,0,0.8242263,0,0,65.07144,0.5239657,0,62.43931,100.3868,6.15032,-32.0282704836491,-32.0282704836489,-0.00000336280889175916,1025.34985139697,1025.34985131051,0.0133155673949028,89.99926,89.99926,127878.1,0.8460937
72.69557,S,62.93544,1.00549,0,0.8242117,0,0,65.07144,0.5233738,0,62.43931,100.3792,6.149088,-32.027951102087,-32.0279511020868,-0.00000336005109770435,1025.02957189314,1025.02957180665,0.0133155337943926,89.99926,89.99926,127888.4,0.8462268
72.70557,S,62.94544,1.005158,0,0.8241988,0,0,65.07144,0.5227811,0,62.43931,100.3716,6.147856,-32.0276178127742,-32.027617812774,-0.00000335728590216255,1024.70929572219,1024.70929563568,0.0133155002215343,89.99926,89.99926,127898.6,0.84636
72.71557,S,62.95544,1.004827,0,0.8241851,0,0,65.07144,0.5221911,0,62.43931,100.364,6.146628,-32.0273019081498,-32.0273019081496,-0.00000335453610171369,1024.3890227103,1024.38902262376,0.013315466676174,89.99926,89.99926,127908.9,0.8464931
72.72557,S,62.96544,1.004495,0,0.8241725,0,0,65.07144,0.5215997,0,62.43931,100.3564,6.145396,-32.0269805397662,-32.026980539766,-0.00000335177617603063,1024.06875291209,1024.06875282552,0.013315433158413,89.99926,89.99926,127919.1,0.8466263
72.73557,S,62.97544,1.004163,0,0.8241589,0,0,65.07144,0.5210108,0,62.43931,100.3488,6.144164,-32.0266591713826,-32.0266591713824,-0.00000334902992829553,1023.74848632755,1023.74848624096,0.0133153996681145,89.99926,89.99926,127929.3,0.8467594
72.74556,S,62.98544,1.003831,0,0.8241454,0,0,65.07144,0.5204225,0,62.43931,100.3412,6.142932,-32.0263298557129,-32.0263298557127,-0.0000033462871148504,1023.42822303618,1023.42822294956,0.0133153662052441,89.99925,89.99925,127939.6,0.8468926
72.75556,S,62.99543,1.003499,0,0.8241337,0,0,65.07144,0.5198334,0,62.43931,100.3336,6.1417,-32.0260084873293,-32.0260084873291,-0.00000334353618937552,1023.10796295849,1023.10796287184,0.013315332769883,89.99925,89.99925,127949.8,0.8470258
72.76556,S,63.00543,1.003167,0,0.8241206,0,0,65.07144,0.5192466,0,62.43931,100.326,6.140468,-32.0256896024726,-32.0256896024724,-0.00000334079900106051,1022.78770606964,1022.78770598297,0.0133152993618937,89.99925,89.99925,127960,0.8471589
72.77556,S,63.01543,1.002835,0,0.824108,0,0,65.07144,0.5186605,0,62.43931,100.3184,6.139236,-32.0253707176159,-32.0253707176157,-0.00000333806489176409,1022.46745236965,1022.46745228295,0.0133152659812455,89.99925,89.99925,127970.3,0.8472921
72.78555,S,63.02543,1.002503,0,0.8240969,0,0,65.07144,0.5180736,0,62.43931,100.3108,6.138004,-32.0250518327592,-32.025051832759,-0.0000033353229664974,1022.14720185851,1022.14720177178,0.0133152326280166,89.99925,89.99925,127980.5,0.8474252
72.79556,S,63.03543,1.002172,0,0.8240851,0,0,65.07144,0.5174893,0,62.43931,100.3032,6.136775,-32.0247299676703,-32.0247299676701,-0.0000033325958442047,1021.82695456601,1021.82695447926,0.0133151993020589,89.99925,89.99925,127990.7,0.8475584
72.80556,S,63.04543,1.00184,0,0.8240732,0,0,65.07144,0.5169052,0,62.43931,100.2956,6.135543,-32.0244110828136,-32.0244110828134,-0.00000332987008378561,1021.50671046237,1021.50671037559,0.0133151660033588,89.99925,89.99925,128000.9,0.8476915
72.81555,S,63.05542,1.001508,0,0.8240613,0,0,65.07144,0.516322,0,62.43931,100.288,6.134312,-32.0240892177246,-32.0240892177244,-0.00000332714704711373,1021.18646957738,1021.18646949057,0.0133151327318891,89.99925,89.99925,128011.1,0.8478247
72.82555,S,63.06542,1.001177,0,0.8240503,0,0,65.07144,0.5157397,0,62.43931,100.2804,6.133083,-32.0237703328679,-32.0237703328677,-0.00000332442886581733,1020.86623188123,1020.8662317944,0.0133150994876012,89.99925,89.99925,128021.3,0.8479578
72.83555,S,63.07542,1.000845,0,0.824039,0,0,65.07144,0.5151579,0,62.43931,100.2728,6.131851,-32.023448467779,-32.0234484677788,-0.00000332171192797074,1020.54599740374,1020.54599731688,0.0133150662704827,89.99925,89.99925,128031.5,0.848091
72.84555,S,63.08542,1.000513,0,0.8240281,0,0,65.07144,0.5145768,0,62.43931,100.2652,6.13062,-32.0231390203246,-32.0231390203244,-0.00000331899700332861,1020.22576602072,1020.22576593383,0.0133150330805134,89.99925,89.99925,128041.7,0.8482242
72.85555,S,63.09542,1.000182,0,0.8240176,0,0,65.07144,0.5139967,0,62.43931,100.2577,6.129391,-32.0228196387625,-32.0228196387623,-0.00000331628788145228,1019.90553783151,1019.9055377446,0.0133149999176353,89.99925,89.99925,128051.9,0.8483573
72.86554,S,63.10542,0.9998499,0,0.8240069,0,0,65.07144,0.5134168,0,62.43931,100.2501,6.128159,-32.0224982703789,-32.0224982703787,-0.0000033135782266689,1019.58531285599,1019.58531276905,0.0133149667818538,89.99925,89.99925,128062.1,0.8484905
72.87554,S,63.11541,0.9995183,0,0.8239968,0,0,65.07144,0.512838,0,62.43931,100.2425,6.126927,-32.0221888229245,-32.0221888229243,-0.00000331087390095615,1019.26509097495,1019.26509088798,0.0133149336731155,89.99925,89.99925,128072.3,0.8486236
72.88554,S,63.12541,0.9991867,0,0.8239869,0,0,65.07144,0.5122598,0,62.43931,100.2349,6.125697,-32.0218689446571,-32.0218689446569,-0.00000330817194371924,1018.94487229269,1018.94487220569,0.0133149005913968,89.99925,89.99925,128082.5,0.8487568
72.89554,S,63.13541,0.9988551,0,0.8239772,0,0,65.07144,0.5116823,0,62.43931,100.2273,6.124467,-32.0215500598004,-32.0215500598002,-0.00000330547229574627,1018.62465679927,1018.62465671225,0.0133148675366746,89.99925,89.99925,128092.7,0.8488899
72.90553,S,63.14541,0.9985235,0,0.8239678,0,0,65.07144,0.5111055,0,62.43931,100.2197,6.123236,-32.0212381288191,-32.0212381288189,-0.00000330277566758,1018.30444442517,1018.30444433812,0.0133148345089187,89.99925,89.99925,128102.9,0.8490231
72.91553,S,63.15541,0.998192,0,0.8239587,0,0,65.07144,0.5105295,0,62.43931,100.2121,6.122006,-32.0209207340786,-32.0209207340784,-0.00000330008306582265,1017.98423522502,1017.98423513794,0.0133148015080888,89.99925,89.99925,128113.1,0.8491563
72.92554,S,63.16541,0.9978605,0,0.8239496,0,0,65.07144,0.5099541,0,62.43931,100.2045,6.120776,-32.0206013525165,-32.0206013525163,-0.00000329739105618426,1017.66402921867,1017.66402913157,0.013314768534179,89.99925,89.99925,128123.2,0.8492894
72.93553,S,63.1754,0.9975291,0,0.8239397,0,0,65.07144,0.509381,0,62.43931,100.1969,6.119546,-32.0202894215352,-32.020289421535,-0.00000329471414557935,1017.34382633164,1017.34382624451,0.0133147355870383,89.99925,89.99925,128133.4,0.8494226
72.94553,S,63.1854,0.9971976,0,0.8239312,0,0,65.07144,0.5088071,0,62.43931,100.1893,6.118316,-32.0199804707862,-32.019980470786,-0.00000329202906373279,1017.02362653412,1017.02362644696,0.0133147026667484,89.99925,89.99925,128143.6,0.8495557
72.95553,S,63.1954,0.996866,0,0.8239229,0,0,65.07144,0.5082337,0,62.43931,100.1817,6.117086,-32.0196605925188,-32.0196605925186,-0.00000328934688326913,1016.70342993537,1016.70342984819,0.0133146697732803,89.99925,89.99925,128153.8,0.8496889
72.96553,S,63.2054,0.9965346,0,0.8239149,0,0,65.07144,0.5076612,0,62.43931,100.1741,6.115856,-32.0193486615375,-32.0193486615373,-0.00000328666790024786,1016.38323645594,1016.38323636873,0.013314636906602,89.99925,89.99925,128163.9,0.849822
72.97552,S,63.2154,0.9962033,0,0.823906,0,0,65.07144,0.5070909,0,62.43931,100.1666,6.114626,-32.0190382206724,-32.0190382206722,-0.00000328400123330095,1016.06304608092,1016.06304599368,0.0133146040665904,89.99925,89.99925,128174.1,0.8499552
72.98552,S,63.2254,0.9958718,0,0.8238984,0,0,65.07144,0.5065197,0,62.43931,100.159,6.113396,-32.0187208259318,-32.0187208259316,-0.00000328132710565514,1015.74285887985,1015.74285879258,0.0133145712533201,89.99925,89.99925,128184.2,0.8500884
72.99552,S,63.23539,0.9955406,0,0.8238899,0,0,65.07144,0.5059509,0,62.43931,100.1514,6.112167,-32.0184088949506,-32.0184088949504,-0.00000327866730728816,1015.42267479808,1015.42267471079,0.0133145384666478,89.99925,89.99925,128194.4,0.8502215
73.00552,S,63.24539,0.9952092,0,0.8238829,0,0,65.07144,0.5053811,0,62.43931,100.1438,6.110938,-32.0181014343177,-32.0181014343175,-0.00000327600004822229,1015.10249379092,1015.1024937036,0.013314505706648,89.99925,89.99925,128204.5,0.8503547
73.01552,S,63.25539,0.9948779,0,0.8238748,0,0,65.07144,0.5048135,0,62.43931,100.1362,6.109707,-32.0177900000418,-32.0177900000416,-0.00000327334415784044,1014.78231589811,1014.78231581076,0.0133144729732072,89.99925,89.99925,128214.7,0.8504878
73.02551,S,63.26539,0.9945465,0,0.8238682,0,0,65.07144,0.504245,0,62.43931,100.1286,6.108479,-32.0174790624713,-32.0174790624711,-0.00000327068199099762,1014.46214111466,1014.46214102729,0.013314440266388,89.99925,89.99925,128224.8,0.850621
73.03551,S,63.27539,0.9942153,0,0.8238606,0,0,65.07144,0.503679,0,62.43931,100.121,6.107249,-32.01716713149,-32.0171671314898,-0.00000326803302840761,1014.14196945053,1014.14196936313,0.0133144075860584,89.99925,89.99925,128235,0.8507541
73.04552,S,63.28539,0.993884,0,0.8238546,0,0,65.07144,0.5031119,0,62.43931,100.1135,6.10602,-32.0168522202764,-32.0168522202762,-0.00000326537613142353,1013.82180093551,1013.82180084808,0.0133143749322978,89.99924,89.99924,128245.1,0.8508873
73.05551,S,63.29538,0.9935528,0,0.8238477,0,0,65.07144,0.5025472,0,62.43931,100.1059,6.104791,-32.0165402892951,-32.0165402892949,-0.00000326273285317553,1013.5016355398,1013.50163545234,0.01331434230497,89.99924,89.99924,128255.2,0.8510205
73.06551,S,63.30538,0.9932216,0,0.8238407,0,0,65.07144,0.5019831,0,62.43931,100.0983,6.103562,-32.0162377957161,-32.0162377957159,-0.00000326009200261526,1013.18147316902,1013.18147308154,0.0133143097040507,89.99924,89.99924,128265.4,0.8511536
73.07551,S,63.31538,0.9928903,0,0.8238354,0,0,65.07144,0.5014181,0,62.43931,100.0907,6.102333,-32.0159273548509,-32.0159273548507,-0.00000325744392820368,1012.86131390266,1012.86131381515,0.0133142771296121,89.99924,89.99924,128275.5,0.8512868
73.08551,S,63.32538,0.9925593,0,0.8238291,0,0,65.07144,0.5008555,0,62.43931,100.0831,6.101104,-32.0156203909235,-32.0156203909233,-0.00000325480870277353,1012.54115770594,1012.5411576184,0.0133142445815258,89.99924,89.99924,128285.6,0.8514199
73.0955,S,63.33538,0.9922281,0,0.8238229,0,0,65.07144,0.5002934,0,62.43931,100.0755,6.099874,-32.0153079632368,-32.0153079632366,-0.00000325217584581921,1012.22100463348,1012.22100454592,0.0133142120597681,89.99924,89.99924,128295.8,0.8515531
73.1055,S,63.34538,0.9918968,0,0.8238183,0,0,65.07144,0.4997305,0,62.43931,100.068,6.098646,-32.0149995091932,-32.014999509193,-0.00000324953606107307,1011.90085464557,1011.90085455798,0.0133141795644082,89.99924,89.99924,128305.9,0.8516862
73.1155,S,63.35537,0.9915658,0,0.8238127,0,0,65.07144,0.4991699,0,62.43931,100.0604,6.097418,-32.0146895650334,-32.0146895650332,-0.0000032469100134868,1011.58070775711,1011.58070766949,0.0133141470953088,89.99924,89.99924,128316,0.8518194
73.1255,S,63.36537,0.9912347,0,0.8238072,0,0,65.07144,0.4986099,0,62.43931,100.0528,6.096189,-32.0143870714544,-32.0143870714542,-0.00000324428586068119,1011.26056389358,1011.26056380593,0.0133141146524509,89.99924,89.99924,128326.1,0.8519526
73.1355,S,63.37537,0.9909036,0,0.8238021,0,0,65.07144,0.4980506,0,62.43931,100.0452,6.094961,-32.0140791141162,-32.014079114116,-0.00000324166401713953,1010.94042310961,1010.94042302194,0.0133140822358115,89.99924,89.99924,128336.2,0.8520857
73.14549,S,63.38537,0.9905726,0,0.8237972,0,0,65.07144,0.497492,0,62.43931,100.0376,6.093731,-32.0137716534834,-32.0137716534832,-0.0000032390460223711,1010.62028540026,1010.62028531256,0.013314049845352,89.99924,89.99924,128346.3,0.8522189
73.15549,S,63.39537,0.9902416,0,0.8237925,0,0,65.07144,0.496934,0,62.43931,100.0301,6.092504,-32.013468663199,-32.0134686631988,-0.00000323643010001904,1010.30015072081,1010.30015063308,0.0133140174810517,89.99924,89.99924,128356.4,0.852352
73.1655,S,63.40536,0.9899105,0,0.8237879,0,0,65.07144,0.4963767,0,62.43931,100.0225,6.091275,-32.0131607058608,-32.0131607058606,-0.00000323381696062608,1009.98001912094,1009.98001903318,0.0133139851428828,89.99924,89.99924,128366.5,0.8524852
73.17549,S,63.41536,0.9895796,0,0.8237839,0,0,65.07144,0.4958202,0,62.43931,100.0149,6.090046,-32.0128522518172,-32.012852251817,-0.00000323120695946361,1009.6598906056,1009.65989051782,0.0133139528308139,89.99924,89.99924,128376.6,0.8526183
73.18549,S,63.42536,0.9892486,0,0.8237798,0,0,65.07144,0.4952642,0,62.43931,100.0073,6.088819,-32.0125497582382,-32.012549758238,-0.0000032285990307175,1009.3397651152,1009.33976502739,0.0133139205448243,89.99924,89.99924,128386.7,0.8527515
73.19549,S,63.43536,0.9889176,0,0.8237763,0,0,65.07144,0.4947091,0,62.43931,99.99975,6.087591,-32.0122432910161,-32.0122432910159,-0.00000322599471389705,1009.01964268948,1009.01964260164,0.0133138882848779,89.99924,89.99924,128396.8,0.8528847
73.20549,S,63.44536,0.9885867,0,0.8237728,0,0,65.07144,0.4941545,0,62.43931,99.99216,6.086362,-32.0119393073209,-32.0119393073207,-0.00000322339270634053,1008.69952330358,1008.69952321572,0.0133138560509516,89.99924,89.99924,128406.9,0.8530178
73.21548,S,63.45536,0.9882557,0,0.8237694,0,0,65.07144,0.4936005,0,62.43931,99.98459,6.085134,-32.0116318466881,-32.0116318466879,-0.00000322079277120038,1008.3794069923,1008.37940690441,0.0133138238430246,89.99924,89.99924,128417,0.853151
73.22548,S,63.46535,0.9879248,0,0.8237665,0,0,65.07144,0.4930473,0,62.43931,99.97701,6.083906,-32.0113303465199,-32.0113303465197,-0.00000321819698089294,1008.05929369602,1008.0592936081,0.0133137916610555,89.99924,89.99924,128427.1,0.8532841
73.23548,S,63.47535,0.9875939,0,0.8237638,0,0,65.07144,0.4924948,0,62.43931,99.96944,6.082678,-32.0110223891817,-32.0110223891815,-0.00000321560373669703,1007.73918347931,1007.73918339136,0.0133137595050189,89.99924,89.99924,128437.1,0.8534173
73.24548,S,63.48535,0.9872632,0,0.8237599,0,0,65.07144,0.4919444,0,62.43931,99.96187,6.081451,-32.0107218824242,-32.010721882424,-0.00000321302192039705,1007.41907626766,1007.41907617969,0.0133137273748004,89.99924,89.99924,128447.2,0.8535504
73.25548,S,63.49535,0.9869323,0,0.8237577,0,0,65.07144,0.4913931,0,62.43931,99.95429,6.080224,-32.0104218723721,-32.0104218723719,-0.00000321043394605988,1007.09897205612,1007.09897196812,0.0133136952704617,89.99924,89.99924,128457.3,0.8536836
73.26547,S,63.50535,0.9866014,0,0.8237556,0,0,65.07144,0.4908426,0,62.43931,99.94672,6.078996,-32.0101208689093,-32.0101208689091,-0.00000320784792571528,1006.77887085462,1006.77887076659,0.0133136631919832,89.99924,89.99924,128467.3,0.8538167
73.27547,S,63.51535,0.9862708,0,0.8237525,0,0,65.07144,0.4902942,0,62.43931,99.93914,6.077768,-32.0098198654464,-32.0098198654462,-0.0000032052748727759,1006.45877266315,1006.45877257509,0.0133136311392352,89.99924,89.99924,128477.4,0.8539499
73.28548,S,63.52534,0.9859399,0,0.823751,0,0,65.07144,0.489745,0,62.43931,99.93156,6.07654,-32.0095198553944,-32.0095198553942,-0.00000320269506968037,1006.13867747178,1006.13867738369,0.0133135991122852,89.99924,89.99924,128487.5,0.8540831
73.29547,S,63.53534,0.9856091,0,0.8237497,0,0,65.07144,0.4891964,0,62.43931,99.924,6.075314,-32.0092109046454,-32.0092109046452,-0.00000320011692451793,1005.81858536991,1005.8185852818,0.0133135671111167,89.99924,89.99924,128497.5,0.8542162
73.30547,S,63.54534,0.9852785,0,0.8237473,0,0,65.07144,0.48865,0,62.43931,99.91643,6.074087,-32.0089108945933,-32.0089108945931,-0.00000319755281257484,1005.49849626815,1005.49849618001,0.0133135351355893,89.99924,89.99924,128507.6,0.8543494
73.31547,S,63.55534,0.9849477,0,0.8237466,0,0,65.07144,0.4881028,0,62.43931,99.90885,6.072859,-32.008611877952,-32.0086118779518,-0.00000319498106229717,1005.17841015655,1005.17841006838,0.0133135031857794,89.99924,89.99924,128517.6,0.8544825
73.32547,S,63.56534,0.9846171,0,0.8237447,0,0,65.07144,0.4875578,0,62.43931,99.90128,6.071632,-32.0083108744891,-32.0083108744889,-0.00000319242204257713,1004.85832705499,1004.85832696679,0.0133134712615597,89.99924,89.99924,128527.7,0.8546157
73.33546,S,63.57534,0.9842864,0,0.8237444,0,0,65.07144,0.4870118,0,62.43931,99.89371,6.070405,-32.0080108644371,-32.0080108644369,-0.0000031898540226489,1004.53824695352,1004.5382468653,0.0133134393630202,89.99924,89.99924,128537.7,0.8547488
73.34546,S,63.58533,0.9839558,0,0.823743,0,0,65.07144,0.4864681,0,62.43931,99.88614,6.069178,-32.0077118477958,-32.0077118477956,-0.00000318730110175415,1004.21816984223,1004.21816975398,0.0133134074900099,89.99924,89.99924,128547.8,0.854882
73.35546,S,63.59533,0.983625,0,0.823743,0,0,65.07144,0.4859233,0,62.43931,99.87856,6.06795,-32.0074108443329,-32.0074108443327,-0.00000318473811483708,1003.89809574097,1003.89809565269,0.0133133756426295,89.99924,89.99924,128557.8,0.8550152
73.36546,S,63.60533,0.9832945,0,0.8237422,0,0,65.07144,0.4853809,0,62.43931,99.87099,6.066723,-32.007112324397,-32.0071123243968,-0.00000318219016774159,1003.57802462491,1003.5780245366,0.0133133438207285,89.99924,89.99924,128567.8,0.8551483
73.37546,S,63.61533,0.982964,0,0.8237414,0,0,65.07144,0.4848391,0,62.43931,99.86343,6.065498,-32.0068197649257,-32.0068197649255,-0.00000317964405621487,1003.25795643443,1003.2579563461,0.0133133120242886,89.99924,89.99924,128577.9,0.8552815
73.38545,S,63.62533,0.9826332,0,0.8237423,0,0,65.07144,0.4842964,0,62.43931,99.85586,6.06427,-32.006520251579,-32.0065202515788,-0.00000317709083926064,1002.9378912391,1002.93789115074,0.0133132802533809,89.99924,89.99924,128587.9,0.8554146
73.39545,S,63.63533,0.9823027,0,0.8237421,0,0,65.07144,0.483756,0,62.43931,99.84829,6.063043,-32.0062237184646,-32.0062237184644,-0.000003174550944983,1002.6178290091,1002.61782892071,0.0133132485078722,89.99924,89.99924,128597.9,0.8555478
73.40546,S,63.64532,0.9819723,0,0.8237422,0,0,65.07144,0.4832162,0,62.43931,99.84073,6.061818,-32.0059232117072,-32.005923211707,-0.00000317201306390982,1002.29776978417,1002.29776969575,0.0133132167877423,89.99924,89.99924,128608,0.8556809
73.41545,S,63.65532,0.9816417,0,0.8237439,0,0,65.07144,0.4826755,0,62.43931,99.83315,6.06059,-32.0056276720035,-32.0056276720033,-0.00000316946801819723,1001.97771351463,1001.97771342618,0.0133131850930628,89.99924,89.99924,128618,0.8558141
73.42545,S,63.66532,0.9813112,0,0.8237444,0,0,65.07144,0.482137,0,62.43931,99.82559,6.059365,-32.0053286553622,-32.005328655362,-0.00000316693493328763,1001.65766023525,1001.65766014678,0.0133131534237142,89.99924,89.99924,128628,0.8559473
73.43545,S,63.67532,0.9809808,0,0.8237452,0,0,65.07144,0.4815991,0,62.43931,99.81802,6.058138,-32.0050380827124,-32.0050380827122,-0.0000031644051050323,1001.33760986161,1001.33760977311,0.0133131217796639,89.99924,89.99924,128638,0.8560804
73.44545,S,63.68532,0.9806503,0,0.8237461,0,0,65.07144,0.4810618,0,62.43931,99.81046,6.056911,-32.0047395627765,-32.0047395627763,-0.00000316187693471007,1001.01756247317,1001.01756238464,0.0133130901608953,89.99924,89.99924,128648,0.8562136
73.45544,S,63.69532,0.9803199,0,0.8237473,0,0,65.07144,0.4805253,0,62.43931,99.80289,6.055686,-32.0044425329568,-32.0044425329566,-0.00000315935231710159,1000.69751805502,1000.69751796646,0.0133130585673728,89.99924,89.99924,128658,0.8563467
73.46544,S,63.70531,0.9799895,0,0.8237489,0,0,65.07144,0.4799893,0,62.43931,99.79533,6.054459,-32.0041494767801,-32.0041494767799,-0.00000315683006796895,1000.37747656743,1000.37747647885,0.0133130269990728,89.99924,89.99924,128668,0.8564799
73.47544,S,63.71531,0.9796592,0,0.8237505,0,0,65.07144,0.479454,0,62.43931,99.78777,6.053234,-32.0038514535495,-32.0038514535493,-0.00000315431101627869,1000.05743806008,1000.05743797147,0.0133129954559633,89.99924,89.99924,128678,0.856613
73.48544,S,63.72531,0.9793288,0,0.8237524,0,0,65.07144,0.4789193,0,62.43931,99.7802,6.052007,-32.0035583973728,-32.0035583973726,-0.0000031517938001572,999.737402483291,999.73740239465,0.013312963938026,89.99924,89.99924,128688,0.8567462
73.49544,S,63.73531,0.9789984,0,0.8237547,0,0,65.07144,0.4783854,0,62.43931,99.77264,6.050782,-32.0032678247231,-32.0032678247229,-0.00000314928001832569,999.417369812225,999.417369723556,0.0133129324452265,89.99924,89.99924,128698,0.8568794
73.50543,S,63.74531,0.9786681,0,0.8237572,0,0,65.07144,0.4778519,0,62.43931,99.76508,6.049556,-32.0029727817248,-32.0029727817246,-0.00000314676777600346,999.097340091589,999.097340002892,0.0133129009775494,89.99924,89.99924,128708,0.8570125
73.51543,S,63.75531,0.9783378,0,0.8237599,0,0,65.07144,0.4773192,0,62.43931,99.75751,6.04833,-32.0026802222534,-32.0026802222533,-0.0000031442591456069,998.777313296548,998.777313207823,0.0133128695349586,89.99924,89.99924,128718,0.8571457
73.52544,S,63.7653,0.9780075,0,0.823763,0,0,65.07144,0.4767872,0,62.43931,99.74995,6.047104,-32.0023831924336,-32.0023831924335,-0.00000314175294289806,998.457289471805,998.457289383052,0.0133128381174299,89.99924,89.99924,128728,0.8572788
73.53543,S,63.7753,0.9776772,0,0.823766,0,0,65.07144,0.4762557,0,62.43931,99.74239,6.045879,-32.0020896395516,-32.0020896395515,-0.00000313924893102938,998.13726858259,998.137268493809,0.0133128067249413,89.99924,89.99924,128738,0.857412
73.54543,S,63.7853,0.977347,0,0.8237695,0,0,65.07144,0.4757248,0,62.43931,99.73483,6.044653,-32.0017980734911,-32.0017980734909,-0.00000313674811660308,997.817250609036,997.817250520227,0.0133127753574608,89.99924,89.99924,128747.9,0.8575451
73.55543,S,63.7953,0.9770168,0,0.8237717,0,0,65.07144,0.475196,0,62.43931,99.72726,6.043428,-32.0015089909574,-32.0015089909573,-0.00000313425908534408,997.497235526307,997.49723543747,0.0133127440148706,89.99924,89.99924,128757.9,0.8576783
73.56543,S,63.8053,0.9766866,0,0.8237756,0,0,65.07144,0.4746665,0,62.43931,99.7197,6.042203,-32.0012199084239,-32.0012199084237,-0.00000313176300786946,997.177223334404,997.177223245539,0.0133127126972412,89.99924,89.99924,128767.9,0.8578115
73.57542,S,63.8153,0.9763563,0,0.8237796,0,0,65.07144,0.4741375,0,62.43931,99.71214,6.040977,-32.0009198983718,-32.0009198983716,-0.00000312926971335394,996.857214142601,996.857214053708,0.0133126814045448,89.99924,89.99924,128777.9,0.8579445
73.58542,S,63.82529,0.9760261,0,0.8237841,0,0,65.07144,0.4736093,0,62.43931,99.70458,6.039752,-32.0006308158382,-32.000630815838,-0.00000312677896494996,996.537207841623,996.537207752702,0.0133126501367558,89.99924,89.99924,128787.8,0.8580776
73.59542,S,63.83529,0.9756961,0,0.8237874,0,0,65.07144,0.4730831,0,62.43931,99.69703,6.038528,-32.0003417333044,-32.0003417333043,-0.00000312430076946792,996.217204431471,996.217204342522,0.0133126188937488,89.99924,89.99924,128797.8,0.8582107
73.60542,S,63.84529,0.9753659,0,0.8237922,0,0,65.07144,0.472556,0,62.43931,99.68947,6.037302,-32.0000526507709,-32.0000526507707,-0.00000312181511328699,995.897203912145,995.897203823167,0.0133125876755984,89.99923,89.99923,128807.7,0.8583438
73.61542,S,63.85529,0.9750359,0,0.8237959,0,0,65.07144,0.4720311,0,62.43931,99.68191,6.036077,-31.999760588005,-31.9997605880048,-0.00000311934183239232,995.577206313446,995.57720622444,0.0133125564821808,89.99923,89.99923,128817.7,0.8584769
73.62541,S,63.86529,0.9747057,0,0.8238015,0,0,65.07144,0.4715054,0,62.43931,99.67435,6.034852,-31.999471008766,-31.9994710087658,-0.0000031168617421296,995.257211610539,995.257211521505,0.0133125253135641,89.99923,89.99923,128827.6,0.85861
73.63541,S,63.87529,0.9743757,0,0.8238056,0,0,65.07144,0.4709817,0,62.43931,99.66679,6.033628,-31.9991819262324,-31.9991819262322,-0.00000311439302055092,994.937219798457,994.937219709395,0.0133124941696346,89.99923,89.99923,128837.6,0.8587431
73.64542,S,63.88528,0.9740456,0,0.8238114,0,0,65.07144,0.4704572,0,62.43931,99.65923,6.032402,-31.9988923469934,-31.9988923469932,-0.00000311191790408747,994.617230882167,994.617230793077,0.0133124630504563,89.99923,89.99923,128847.5,0.8588762
73.65541,S,63.89528,0.9737157,0,0.8238161,0,0,65.07144,0.4699347,0,62.43931,99.65168,6.031178,-31.9986072381028,-31.9986072381026,-0.00000310945510369838,994.297244816967,994.297244727848,0.013312431955906,89.99923,89.99923,128857.5,0.8590093
73.66541,S,63.90528,0.9733856,0,0.8238224,0,0,65.07144,0.4694115,0,62.43931,99.64413,6.029954,-31.9983176588638,-31.9983176588636,-0.00000310698502024609,993.977261647559,993.977261558412,0.0133124008860565,89.99923,89.99923,128867.4,0.8591424
73.67541,S,63.91528,0.9730556,0,0.8238276,0,0,65.07144,0.4688903,0,62.43931,99.63657,6.028728,-31.9980300664462,-31.9980300664461,-0.00000310452707523248,993.657281354075,993.6572812649,0.0133123698407864,89.99923,89.99923,128877.4,0.8592755
73.68541,S,63.92528,0.9727255,0,0.8238343,0,0,65.07144,0.4683683,0,62.43931,99.62901,6.027504,-31.9977419773234,-31.9977419773233,-0.00000310206178794376,993.337303941482,993.337303852279,0.0133123388201692,89.99923,89.99923,128887.3,0.8594086
73.6954,S,63.93528,0.9723956,0,0.8238399,0,0,65.07144,0.4678482,0,62.43931,99.62146,6.02628,-31.9974509079683,-31.9974509079681,-0.00000309960804697475,993.017329439583,993.017329350351,0.0133123078240894,89.99923,89.99923,128897.2,0.8595417
73.7054,S,63.94527,0.9720657,0,0.823846,0,0,65.07144,0.467329,0,62.43931,99.61391,6.025056,-31.9971672891938,-31.9971672891937,-0.00000309715821399088,992.697357773871,992.697357684611,0.013312276852508,89.99923,89.99923,128907.2,0.8596748
73.7154,S,63.95527,0.9717358,0,0.8238536,0,0,65.07144,0.466809,0,62.43931,99.60635,6.023832,-31.996881683598,-31.9968816835978,-0.00000309470186769846,992.377388964216,992.377388874927,0.01331224590549,89.99923,89.99923,128917.1,0.8598079
