Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,B,0,0,0,0,0,0,213.38,0,0,112.35,140.7721,4.606503,0,0,0,0,0,0,89.9999,89.9999,0,0
0.010,B,0.010,0.010,0,0.7754976,0,1079.872,213.38,0,0,112.3269,140.7721,4.610245,130.652012931773,130.652012931464,0.000284184994252629,1.30652000000309,1.30652,0.00000284185,89.9999,89.9999,0.0065326,0.00000001420925
0.02,B,0.02,0.010,0,0.7754975,0,1080.781,213.35,0.0002564644,0,112.3038,140.7721,4.613987,130.811966568708,130.811966568399,0.000284464164542884,2.61464000000618,2.61464,0.000005686491,89.9999,89.9999,0.0261384,0.00000005685095
0.03,B,0.03,0.010,0,0.7754974,0,1081.691,213.2988,0.001027113,0,112.2807,140.7721,4.617729,130.988128590473,130.988128590163,0.000284771625845165,3.92452100000928,3.924521,0.000008534207,89.9999,89.9999,0.0588342,0.0000001279544
0.04,B,0.04,0.010,0,0.7754977,0,1082.6,213.2476,0.002314023,0,112.2577,140.7721,4.62147,131.164350938229,131.164350937919,0.000285079192501985,5.23616500001238,5.236165,0.000011385,89.9999,89.9999,0.1046376,0.0000002275505
0.05,B,0.05,0.010,0,0.7754979,0,1083.51,213.1963,0.004119271,0,112.2346,140.7721,4.625212,131.340645210213,131.340645209903,0.000285386884777984,6.54957200001548,6.549572,0.00001423887,89.9999,89.9999,0.1635663,0.0000003556698
0.05999999,B,0.05999999,0.010,0,0.775498,0,1084.419,213.1449,0.006444938,0,112.2115,140.7721,4.628953,131.516950904682,131.516950904372,0.000285694597034054,7.86474100001858,7.864741,0.00001709582,89.9999,89.9999,0.2356379,0.0000005123433
0.06999999,B,0.06999999,0.010,0,0.7754982,0,1085.329,213.0936,0.009293105,0,112.1884,140.7721,4.632695,131.693353300119,131.693353299808,0.000286002478131112,9.18167400002168,9.181674,0.00001995584,89.9999,89.9999,0.32087,0.0000006976015
0.07999999,B,0.07999999,0.010,0,0.7754982,0,1086.239,213.0421,0.01266586,0,112.1653,140.7721,4.636437,131.869787463753,131.869787463442,0.000286310410696328,10.5003700000248,10.50037,0.00002281894,89.9999,89.9999,0.4192802,0.0000009114754
0.08999999,B,0.08999999,0.010,0,0.7754985,0,1087.149,212.9907,0.01656528,0,112.1422,140.7721,4.640179,132.046272202308,132.046272201997,0.00028661843564034,11.8208300000279,11.82083,0.00002568512,89.9999,89.9999,0.5308862,0.000001153996
0.09999999,B,0.09999999,0.01028506,0,0.7733011,0,1088.051,212.9391,0.02093399,0,112.1191,140.7721,4.64392,132.221737087928,132.221737087617,0.000286924680671355,13.143050000031,13.14305,0.00002855437,89.9999,89.9999,0.6557056,0.000001425193
0.11,B,0.11,0.0114355,0,0.7643857,0,1088.954,212.8876,0.02558058,0,112.0961,140.7721,4.647662,132.397225094354,132.397225094042,0.000287230966121949,14.4670200000341,14.46702,0.00003142668,89.9999,89.9999,0.7937559,0.000001725098
0.12,B,0.12,0.01258747,0,0.7555601,0,1089.856,212.836,0.03063591,0,112.073,140.7721,4.651403,132.572768965909,132.572768965597,0.000287537345072165,15.7927500000373,15.79275,0.00003430205,89.9999,89.9999,0.9450548,0.000002053742
0.13,B,0.13,0.01374096,0,0.7469662,0,1090.759,212.7844,0.03609258,0,112.0499,140.7721,4.655145,132.748382462576,132.748382462264,0.000287843849654126,17.1202300000404,17.12023,0.00003718049,89.9999,89.9999,1.10962,0.000002411155
0.14,B,0.14,0.01489599,0,0.7386745,0,1091.661,212.7327,0.04194415,0,112.0268,140.7721,4.658887,132.924087532265,132.924087531953,0.000288150514149351,18.4494700000435,18.44947,0.00004006199,89.9999,89.9999,1.287468,0.000002797367
0.15,B,0.15,0.01605254,0,0.7307158,0,1092.564,212.6809,0.04818514,0,112.0037,140.7721,4.662629,133.099833334397,133.099833334084,0.000288457245729856,19.7804700000466,19.78047,0.00004294656,89.9999,89.9999,1.478618,0.00000321241
0.16,B,0.16,0.01721063,0,0.7230983,0,1093.467,212.6292,0.0548106,0,111.9806,140.7721,4.66637,133.275688786263,133.27568878595,0.000288764172801344,21.1132300000498,21.11323,0.0000458342,89.9999,89.9999,1.683086,0.000003656314
0.17,B,0.17,0.01837025,0,0.7158175,0,1094.369,212.5773,0.06181629,0,111.9575,140.7721,4.670112,133.451608180803,133.45160818049,0.000289071211540288,22.4477500000529,22.44775,0.00004872491,89.9999,89.9999,1.900891,0.000004129109
0.18,B,0.18,0.01953141,0,0.7088617,0,1095.267,212.5255,0.0691983,0,111.9344,140.7721,4.673854,133.62678797863,133.626787978317,0.000289376955452332,23.784020000056,23.78402,0.00005161868,89.9999,89.9999,2.13205,0.000004630827
0.19,B,0.19,0.02069409,0,0.7022162,0,1096.162,212.4736,0.07695314,0,111.9114,140.7721,4.677596,133.801654226293,133.801654225979,0.000289682156235319,25.1220400000591,25.12204,0.0000545155,89.9999,89.9999,2.37658,0.000005161498
0.2,B,0.2,0.0218583,0,0.6958641,0,1097.057,212.4216,0.08507774,0,111.8883,140.7721,4.681337,133.976631698009,133.976631697695,0.000289987547151851,26.4618100000623,26.46181,0.00005741538,89.9999,89.9999,2.6345,0.000005721152
0.21,B,0.21,0.02302403,0,0.6897885,0,1097.953,212.3696,0.09356926,0,111.8652,140.7721,4.685079,134.151635893887,134.151635893573,0.000290292988810185,27.8033300000654,27.80333,0.00006031831,89.9999,89.9999,2.905825,0.000006309821
0.22,B,0.22,0.02419129,0,0.6839724,0,1098.848,212.3176,0.1024251,0,111.8421,140.7721,4.68882,134.326774159888,134.326774159574,0.000290598664553643,29.1466000000686,29.1466,0.0000632243,89.9999,89.9999,3.190575,0.000006927534
0.23,B,0.23,0.02536008,0,0.6783997,0,1099.743,212.2655,0.1116431,0,111.819,140.7721,4.692562,134.501939283417,134.501939283102,0.000290904383158497,30.4916200000717,30.49162,0.00006613335,89.9999,89.9999,3.488766,0.000007574322
0.24,B,0.24,0.02653039,0,0.6730552,0,1100.639,212.2134,0.121221,0,111.7959,140.7721,4.696304,134.677237190169,134.677237189854,0.000291210337638186,31.8383900000749,31.83839,0.00006904545,89.9999,89.9999,3.800416,0.000008250216
0.25,B,0.25,0.02770222,0,0.6679245,0,1101.535,212.1612,0.131157,0,111.7728,140.7721,4.700046,134.852586953266,134.852586952951,0.000291516378652444,33.186920000078,33.18692,0.00007196061,89.9999,89.9999,4.125542,0.000008955246
0.26,B,0.26,0.02887559,0,0.6629942,0,1102.427,212.109,0.1414494,0,111.7498,140.7721,4.703787,135.027484390995,135.02748439068,0.000291821634314565,34.5371900000812,34.53719,0.00007487883,89.9999,89.9999,4.464163,0.000009689443
0.27,B,0.27,0.03005048,0,0.658252,0,1103.315,212.0567,0.1520964,0,111.7267,140.7721,4.707529,135.201773921536,135.20177392122,0.00029212582498283,35.8892100000843,35.88921,0.00007780009,89.9999,89.9999,4.816295,0.00001045284
0.28,B,0.28,0.0312269,0,0.6536862,0,1104.203,212.0044,0.1630967,0,111.7036,140.7721,4.711271,135.376148311396,135.37614831108,0.000292430167865158,37.2429700000875,37.24297,0.00008072439,89.9999,89.9999,5.181955,0.00001124546
0.29,B,0.29,0.03240483,0,0.6492864,0,1105.091,211.9521,0.1744487,0,111.6805,140.7721,4.715012,135.550612582545,135.550612582229,0.000292734663644301,38.5984800000906,38.59848,0.00008365174,89.9999,89.9999,5.561162,0.00001206734
0.3,B,0.3,0.03358429,0,0.6450426,0,1105.979,211.8997,0.1861514,0,111.6574,140.7721,4.718754,135.725134097771,135.725134097455,0.000293039259376285,39.9557300000938,39.95573,0.00008658213,89.9999,89.9999,5.953934,0.00001291851
0.31,B,0.31,0.03476527,0,0.6409456,0,1106.867,211.8473,0.1982035,0,111.6343,140.7721,4.722496,135.899772229405,135.899772229088,0.000293344062774025,41.314730000097,41.31473,0.00008951557,89.9999,89.9999,6.360286,0.000013799
0.32,B,0.32,0.03594778,0,0.6369871,0,1107.755,211.7948,0.2106042,0,111.6112,140.7721,4.726237,136.074470564211,136.074470563894,0.000293648967245649,42.6754800001001,42.67548,0.00009245206,89.9999,89.9999,6.780237,0.00001470884
0.33,B,0.33,0.03713182,0,0.6331594,0,1108.644,211.7423,0.2233524,0,111.5882,140.7721,4.729979,136.249267670288,136.249267669971,0.000293954048239505,44.0379700001033,44.03797,0.0000953916,89.9999,89.9999,7.213804,0.00001564805
0.3399999,B,0.3399999,0.03831737,0,0.6294551,0,1109.531,211.6897,0.2364471,0,111.5651,140.7721,4.733721,136.423847285186,136.423847284869,0.000294258745637266,45.4022100001065,45.40221,0.00009833419,89.9999,89.9999,7.661005,0.00001661668
0.3499999,B,0.3499999,0.03950445,0,0.6258677,0,1110.411,211.6371,0.2498879,0,111.542,140.7721,4.737463,136.597551243635,136.597551243317,0.000294561914791553,46.7681800001097,46.76818,0.0001012798,89.9999,89.9999,8.121857,0.00001761475
0.3599999,B,0.3599999,0.04069304,0,0.6223909,0,1111.291,211.5844,0.2636734,0,111.5189,140.7721,4.741204,136.771342100533,136.771342100215,0.00029486523972725,48.1358900001128,48.13589,0.0001042285,89.9999,89.9999,8.596377,0.00001864229
0.3699999,B,0.3699999,0.04188315,0,0.6190189,0,1112.172,211.5317,0.2778034,0,111.4958,140.7721,4.744946,136.945261863426,136.945261863108,0.000295168785663083,49.505340000116,49.50534,0.0001071802,89.9999,89.9999,9.084583,0.00001969934
0.3799999,B,0.3799999,0.04307478,0,0.6157464,0,1113.053,211.479,0.2922771,0,111.4727,140.7721,4.748687,137.119203398872,137.119203398554,0.000295472369642601,50.8765300001192,50.87653,0.0001101349,89.9999,89.9999,9.586493,0.00002078591
0.3899999,B,0.3899999,0.04426793,0,0.6125684,0,1113.934,211.4262,0.3070941,0,111.4496,140.7721,4.752429,137.293257151835,137.293257151516,0.00029577615364087,52.2494600001224,52.24946,0.0001130927,89.9999,89.9999,10.10212,0.00002190205
0.3999999,B,0.3999999,0.0454626,0,0.6094803,0,1114.815,211.3734,0.3222538,0,111.4266,140.7721,4.756171,137.467416050076,137.467416049757,0.000296080117122053,53.6241300001256,53.62413,0.0001160535,89.9999,89.9999,10.63149,0.00002304778
0.4099999,B,0.4099999,0.04665879,0,0.6064776,0,1115.696,211.3205,0.3377557,0,111.4035,140.7721,4.759912,137.641628287942,137.641628287623,0.000296384173764018,55.0005500001288,55.00055,0.0001190173,89.9999,89.9999,11.17461,0.00002422314
0.4199999,B,0.4199999,0.04785651,0,0.6035563,0,1116.577,211.2676,0.3535997,0,111.3804,140.7721,4.763654,137.81588169991,137.815881699591,0.000296688302311917,56.378710000132,56.37871,0.0001219842,89.9999,89.9999,11.73151,0.00002542814
0.4299999,B,0.4299999,0.04905575,0,0.6007128,0,1117.449,211.2147,0.3697852,0,111.3573,140.7721,4.767396,137.988990170031,137.988990169711,0.000296990436703853,57.7586000001352,57.7586,0.0001249541,89.9999,89.9999,12.3022,0.00002666284
0.4399998,B,0.4399998,0.0502565,0,0.5979434,0,1118.322,211.1617,0.3863116,0,111.3342,140.7721,4.771138,138.162197777742,138.162197777422,0.000297292740111446,59.1402200001384,59.14022,0.000127927,89.9999,89.9999,12.88669,0.00002792724
0.4499998,B,0.4499998,0.05145877,0,0.5952448,0,1119.195,211.1086,0.4031788,0,111.3111,140.7721,4.774879,138.335458931021,138.335458930701,0.000297595137039446,60.5235700001416,60.52357,0.000130903,89.9999,89.9999,13.48501,0.00002922139
0.4599998,B,0.4599998,0.05266254,0,0.5926139,0,1120.069,211.0555,0.4203865,0,111.288,140.7721,4.778621,138.508866882639,138.508866882319,0.000297897790244685,61.9086600001448,61.90866,0.000133882,89.9999,89.9999,14.09717,0.00003054531
0.4699998,B,0.4699998,0.05386784,0,0.5900478,0,1120.942,211.0024,0.4379348,0,111.2649,140.7721,4.782362,138.682328765593,138.682328765272,0.00029820053764372,63.295480000148,63.29548,0.000136864,89.9999,89.9999,14.72319,0.00003189904
0.4799998,B,0.4799998,0.05507465,0,0.5875437,0,1121.815,210.9492,0.4558231,0,111.2419,140.7721,4.786104,138.85586110391,138.855861103589,0.000298503412138327,64.6840400001512,64.68404,0.000139849,89.9999,89.9999,15.36309,0.00003328261
0.4899998,B,0.4899998,0.05628298,0,0.5850989,0,1122.689,210.896,0.4740514,0,111.2188,140.7721,4.789846,139.02949354643,139.029493546109,0.000298806457330758,66.0743300001544,66.07433,0.0001428371,89.9999,89.9999,16.01688,0.00003469604
0.4999998,B,0.4999998,0.05749283,0,0.5827112,0,1123.562,210.8428,0.4926198,0,111.1957,140.7721,4.793588,139.203180478842,139.203180478521,0.000299109597691988,67.4663600001576,67.46636,0.0001458282,89.9999,89.9999,16.68458,0.00003613936
0.5099998,B,0.5099998,0.05870419,0,0.5803781,0,1124.429,210.7895,0.5115277,0,111.1726,140.7721,4.797329,139.375897335332,139.37589733501,0.000299411045017435,68.8601200001608,68.86012,0.0001488223,89.9999,89.9999,17.36622,0.00003761262
0.5199998,B,0.5199998,0.05991707,0,0.5780975,0,1125.294,210.7361,0.5307756,0,111.1495,140.7721,4.801071,139.548500761866,139.548500761544,0.000299712294436367,70.255610000164,70.25561,0.0001518194,89.9999,89.9999,18.06179,0.00003911583
0.5299998,B,0.5299998,0.06113146,0,0.5758674,0,1126.16,210.6828,0.5503627,0,111.1264,140.7721,4.804812,139.721183429654,139.721183429332,0.00030001368220141,71.6528200001672,71.65282,0.0001548195,89.9999,89.9999,18.77134,0.00004064902
0.5399998,B,0.5399998,0.06234736,0,0.5736858,0,1127.025,210.6293,0.5702895,0,111.1033,140.7721,4.808554,139.893957937332,139.89395793701,0.000300315230323482,73.0517600001705,73.05176,0.0001578227,89.9999,89.9999,19.49486,0.00004221223
0.5499998,B,0.5499998,0.06356478,0,0.5715508,0,1127.891,210.5759,0.5905558,0,111.0803,140.7721,4.812296,140.06682449534,140.066824495017,0.00030061693916992,74.4524200001737,74.45242,0.0001608289,89.9999,89.9999,20.23238,0.00004380549
0.5599998,B,0.5599998,0.0647837,0,0.5694609,0,1128.757,210.5224,0.6111615,0,111.0572,140.7721,4.816038,140.23974596106,140.239745960737,0.000300918743914683,75.8548200001769,75.85482,0.0001638381,89.9999,89.9999,20.98391,0.00004542882
0.5699998,B,0.5699998,0.06600413,0,0.5674142,0,1129.623,210.4688,0.6321073,0,111.0341,140.7721,4.819779,140.412797094351,140.412797094028,0.000301220775038382,77.2589500001802,77.25895,0.0001668503,89.9999,89.9999,21.74948,0.00004708227
0.5799997,B,0.5799997,0.06722609,0,0.5654093,0,1130.489,210.4152,0.6533923,0,111.011,140.7721,4.823521,140.585909598123,140.5859095978,0.000301522913318022,78.6648100001834,78.66481,0.0001698655,89.9999,89.9999,22.5291,0.00004876585
0.5899997,B,0.5899997,0.06844956,0,0.5634446,0,1131.349,210.3616,0.6750174,0,110.9879,140.7721,4.827263,140.758181256246,140.758181255922,0.000301823584111625,80.0724000001866,80.0724,0.0001728837,89.9999,89.9999,23.32279,0.00005047959
0.5999997,B,0.5999997,0.06967455,0,0.5615187,0,1132.206,210.3079,0.6969819,0,110.9648,140.7721,4.831004,140.930171871685,140.930171871361,0.000302123764459708,81.4817000001899,81.4817,0.0001759049,89.9999,89.9999,24.13056,0.00005222354
0.6099997,B,0.6099997,0.07090103,0,0.5596303,0,1133.064,210.2542,0.7192866,0,110.9417,140.7721,4.834746,141.115702366436,141.115702365938,0.000374804169536692,82.8928569923123,82.8928569921176,0.000179652941611592,89.99987,89.99987,24.95949,0.00005400132
0.6199997,B,0.6199997,0.07212914,0,0.557778,0,1133.922,210.2004,0.7419329,0,110.9187,140.7721,4.838488,141.287884294473,141.287884293971,0.000376634849777636,84.3057358036765,84.305735803477,0.000183419290025184,89.99987,89.99987,25.80254,0.00005581669
0.6299997,B,0.6299997,0.07335875,0,0.5559607,0,1134.78,210.1466,0.7649193,0,110.8956,140.7721,4.842229,141.460099998476,141.46009999797,0.000378449750285152,85.7203367720423,85.7203367718379,0.000187203787443445,89.99987,89.99987,26.65975,0.0000576698
0.6399997,B,0.6399997,0.07458989,0,0.5541772,0,1135.637,210.0928,0.7882463,0,110.8725,140.7721,4.845971,141.632403122626,141.632403122116,0.000380249162855462,87.1366607716111,87.1366607714018,0.000191006278987007,89.99987,89.99987,27.53111,0.00005956085
0.6499997,B,0.6499997,0.07582252,0,0.5524266,0,1136.496,210.0389,0.8119134,0,110.8494,140.7721,4.849713,141.804779759175,141.80477975866,0.000382033792346976,88.5547085375069,88.5547085372926,0.000194826616825086,89.99987,89.99987,28.41666,0.00006149001
0.6599997,B,0.6599997,0.07705667,0,0.5507075,0,1137.354,209.985,0.8359217,0,110.8263,140.7721,4.853455,141.977202092617,141.977202092098,0.000383803725919607,89.9744805266985,89.9744805264792,0.000198664653998495,89.99987,89.99987,29.3164,0.00006345747
0.6699997,B,0.6699997,0.07829233,0,0.5490193,0,1138.207,209.931,0.8602704,0,110.8032,140.7721,4.857196,142.149097918353,142.14909791783,0.000385558163975909,91.3959714741091,91.3959714738847,0.000202520235552075,89.99987,89.99987,30.23036,0.00006546339
0.6799996,B,0.6799996,0.07952949,0,0.5473607,0,1139.057,209.877,0.8849604,0,110.7801,140.7721,4.860938,142.320318224765,142.320318224238,0.00038729735283737,92.8191746245455,92.819174624316,0.000206393208993881,89.99987,89.99987,31.15856,0.00006750796
0.6899996,B,0.6899996,0.08076815,0,0.5457309,0,1139.907,209.8229,0.9099914,0,110.757,140.7721,4.864679,142.491715358295,142.491715357764,0.000389023354025362,94.2440917462789,94.2440917460443,0.000210283442447181,89.99987,89.99987,32.101,0.00006959134
0.6999996,B,0.6999996,0.08200832,0,0.5441291,0,1140.757,209.7688,0.9353637,0,110.734,140.7721,4.868421,142.663195938329,142.663195937794,0.000390736402492686,95.6707236737743,95.6707236735345,0.000214190806384771,89.99987,89.99987,33.0577,0.00007171371
0.7099996,B,0.7099996,0.08324999,0,0.5425544,0,1141.607,209.7147,0.9610775,0,110.7109,140.7721,4.872163,142.834797714477,142.834797713938,0.00039243683172074,97.0990716189928,97.0990716187478,0.000218115174614262,89.99987,89.99987,34.02869,0.00007387524
0.7199996,B,0.7199996,0.08449318,0,0.541006,0,1142.457,209.6605,0.9871331,0,110.6878,140.7721,4.875905,143.006407437911,143.006407437368,0.000394124891820575,98.5291356614073,98.5291356611571,0.000222056423444374,89.99987,89.99987,35.01398,0.0000760761
0.7299996,B,0.7299996,0.08573786,0,0.5394831,0,1143.307,209.6063,1.013531,0,110.6647,140.7721,4.879646,143.178201935748,143.178201935201,0.000395801158805512,99.9609176487618,99.9609176485063,0.000226014434943961,89.99987,89.99987,36.0136,0.00007831645
0.7399996,B,0.7399996,0.08698405,0,0.537985,0,1144.157,209.552,1.040271,0,110.6416,140.7721,4.883388,143.350006367693,143.350006367142,0.000397465693308535,101.394417680397,101.394417680136,0.000229989091788206,89.99987,89.99987,37.02754,0.00008059647
0.7499996,B,0.7499996,0.08823174,0,0.5365109,0,1145.004,209.4977,1.067354,0,110.6185,140.7721,4.88713,143.521316081075,143.52131608052,0.000399117547939307,102.829630809128,102.829630808862,0.000233980267178389,89.99987,89.99987,38.05584,0.00008291631
0.7599996,B,0.7599996,0.08948094,0,0.5350602,0,1145.846,209.4434,1.09478,0,110.5955,140.7721,4.890871,143.69199597203,143.691995971471,0.000400756624169233,104.266550736731,104.266550736459,0.000237987833330505,89.99986,89.99986,39.0985,0.00008527615
0.7699996,B,0.7699996,0.09073164,0,0.5336323,0,1146.688,209.389,1.122549,0,110.5724,140.7721,4.894613,143.862703678486,143.862703677923,0.000402384854674598,105.705177741359,105.705177741082,0.000242011681787311,89.99986,89.99986,40.15555,0.00008767615
0.7799996,B,0.7799996,0.09198383,0,0.5322264,0,1147.529,209.3346,1.150662,0,110.5493,140.7721,4.898355,144.033496818269,144.033496817702,0.000404002557778555,107.145512677348,107.145512677065,0.000246051707274795,89.99986,89.99986,41.22701,0.00009011647
0.7899995,B,0.7899995,0.09323753,0,0.5308422,0,1148.371,209.2801,1.179118,0,110.5262,140.7721,4.902096,144.20441910145,144.20441910088,0.000405610029066889,108.58755683613,108.587556835842,0.000250107807474803,89.99986,89.99986,42.31289,0.00009259726
0.7999995,B,0.7999995,0.09449272,0,0.5294788,0,1149.214,209.2256,1.207918,0,110.5031,140.7721,4.905838,144.375399002457,144.375399001883,0.000407207427701175,110.031310793884,110.03131079359,0.000254179881660797,89.99986,89.99986,43.4132,0.0000951187
0.8099995,B,0.8099995,0.09574942,0,0.5281358,0,1150.056,209.1711,1.237062,0,110.48,140.7721,4.90958,144.546492152291,144.546492151713,0.000408795094741934,111.476775683097,111.476775682798,0.000258267832516844,89.99986,89.99986,44.52797,0.00009768094
0.8199995,B,0.8199995,0.09700762,0,0.5268126,0,1150.898,209.1165,1.266552,0,110.4569,140.7721,4.913321,144.717617091271,144.717617090689,0.000410373189350744,112.923951821663,112.923951821358,0.000262371564318626,89.99986,89.99986,45.6572,0.0001002841
0.8299995,B,0.8299995,0.09826732,0,0.5255088,0,1151.738,209.0619,1.296387,0,110.4338,140.7721,4.917063,144.888497651201,144.888497650615,0.00041194108246042,114.372836765789,114.372836765479,0.000266490975051154,89.99986,89.99986,46.80093,0.0001029285
0.8399995,B,0.8399995,0.09952853,0,0.5242237,0,1152.571,209.0072,1.326567,0,110.4108,140.7721,4.920805,145.058398708112,145.058398707523,0.000413497553832212,115.823420720447,115.823420720131,0.000270625950497052,89.99986,89.99986,47.95917,0.000105614
0.8499995,B,0.8499995,0.1007912,0,0.5229571,0,1153.405,208.9525,1.357092,0,110.3877,140.7721,4.924546,145.228480565784,145.228480565191,0.000415045081839236,117.275705493644,117.275705493322,0.000274776401222674,89.99986,89.99986,49.13192,0.0001083411
0.8599995,B,0.8599995,0.1020554,0,0.5217083,0,1154.239,208.8977,1.387964,0,110.3646,140.7721,4.928288,145.398588252136,145.398588251539,0.000416583833222192,118.729691343666,118.729691343338,0.000278942239461782,89.99986,89.99986,50.31922,0.0001111096
0.8699995,B,0.8699995,0.1033211,0,0.520477,0,1155.073,208.8429,1.419182,0,110.3415,140.7721,4.93203,145.568801240029,145.568801239429,0.0004181141490416,120.185379323528,120.185379323195,0.000283123380858742,89.99986,89.99986,51.52108,0.00011392
0.8799995,B,0.8799995,0.1045883,0,0.5192626,0,1155.907,208.7881,1.450746,0,110.3184,140.7721,4.935771,145.739087740319,145.739087739715,0.000419636142984301,121.642770168356,121.642770168017,0.000287319742194789,89.99986,89.99986,52.7375,0.0001167722
0.8899994,B,0.8899994,0.105857,0,0.5180648,0,1156.741,208.7332,1.482658,0,110.2953,140.7721,4.939513,145.909483515794,145.909483515186,0.000421149996949239,123.101864970901,123.101864970556,0.000291531242070147,89.99986,89.99986,53.96852,0.0001196665
0.8999994,B,0.8999994,0.1071271,0,0.5168834,0,1157.575,208.6783,1.514918,0,110.2722,140.7721,4.943255,146.079893199019,146.079893198408,0.000422655832202378,124.56266387024,124.562663869889,0.0002957578002977,89.99986,89.99986,55.21415,0.0001226029
0.9099994,B,0.9099994,0.1083988,0,0.5048741,0,1158.407,208.6234,1.514987,0,110.2492,140.7721,4.946996,146.255297751589,146.255297750974,0.000424165449437736,126.025216815065,126.025216814708,0.000299999454697269,89.99986,89.99986,56.4744,0.0001255817
0.9199994,B,0.9199994,0.109672,0,0.5061934,0,1159.233,208.5684,1.554762,0,110.2261,140.7721,4.950738,146.423498089266,146.423498088647,0.000425649994935254,127.489451763229,127.489451762866,0.000304255954551481,89.99986,89.99986,57.7493,0.000128603
0.9299994,B,0.9299994,0.1109467,0,0.5074716,0,1160.058,208.5134,1.595053,0,110.203,140.7721,4.95448,146.591718295157,146.591718294535,0.000427127014363947,128.955368913415,128.955368913046,0.00030852722459965,89.99986,89.99986,59.03885,0.0001316669
0.9399994,B,0.9399994,0.1122229,0,0.50871,0,1160.884,208.4583,1.635859,0,110.1799,140.7721,4.958221,146.75999214523,146.759992144604,0.00042859668962276,130.422968802064,130.422968801689,0.000312813191400079,89.99986,89.99986,60.34308,0.0001347736
0.9499994,B,0.9499994,0.1135006,0,0.5099102,0,1161.709,208.4032,1.677185,0,110.1568,140.7721,4.961963,146.92839116506,146.928391164431,0.000430058997974323,131.892252680873,131.892252680492,0.000317113781283697,89.99986,89.99986,61.66201,0.0001379232
0.9599994,B,0.9599994,0.1147797,0,0.5110736,0,1162.535,208.348,1.719027,0,110.1337,140.7721,4.965705,147.096786211247,147.096786210614,0.00043151428805828,133.363220510106,133.363220509719,0.000321428924067829,89.99986,89.99986,62.99564,0.0001411159
0.9699994,B,0.9699994,0.1160603,0,0.5122014,0,1163.361,208.2928,1.761388,0,110.1106,140.7721,4.969447,147.265288545796,147.26528854516,0.00043296266598235,134.835873362648,134.835873362254,0.000325758550630878,89.99986,89.99986,64.344,0.0001443519
0.9799994,B,0.9799994,0.1173425,0,0.5132949,0,1164.187,208.2376,1.804269,0,110.0876,140.7721,4.973188,147.433806774919,147.433806774279,0.000434404230275127,136.310211397443,136.310211397043,0.000330102592836532,89.99986,89.99986,65.70711,0.0001476312
0.9899994,B,0.9899994,0.118626,0,0.5143551,0,1165.012,208.1823,1.84767,0,110.0645,140.7721,4.97693,147.602203807928,147.602203807284,0.000435838685350826,137.78623340253,137.786233402124,0.000334460979592623,89.99986,89.99986,67.08497,0.000150954
0.9999993,B,0.9999993,0.1199111,0,0.5153834,0,1165.829,208.127,1.891593,0,110.0414,140.7721,4.980671,147.769484247232,147.769484246585,0.00043726349978247,139.263928211973,139.263928211561,0.000338833614492712,89.99986,89.99986,68.47761,0.0001543205
1.009999,B,1.009999,0.1211977,0,0.5163807,0,1166.646,208.0716,1.936036,0,110.0183,140.7721,4.984413,147.936800449324,147.936800448674,0.000438681887118079,140.743296183399,140.743296182981,0.00034322043326584,89.99986,89.99986,69.88504,0.0001577307
1.019999,B,1.019999,0.1224857,0,0.5173481,0,1167.463,208.0162,1.981001,0,109.9952,140.7721,4.988155,148.104100756844,148.10410075619,0.000440093930728,142.224337157864,142.224337157439,0.000347621372474751,89.99986,89.99986,71.30728,0.0001611849
1.029999,B,1.029999,0.1237752,0,0.5182866,0,1168.28,207.9608,2.026491,0,109.9721,140.7721,4.991897,148.271502392262,148.271502391605,0.00044149984282767,143.707052148645,143.707052148214,0.000352036370804345,89.99986,89.99986,72.74435,0.0001646832
1.039999,B,1.039999,0.1250661,0,0.5191971,0,1169.097,207.9053,2.072504,0,109.949,140.7721,4.995638,148.438997408293,148.438997407632,0.000442899721945684,145.19144208955,145.191442089112,0.000356465367924806,89.99986,89.99986,74.19627,0.0001682257
1.049999,B,1.049999,0.1263586,0,0.5200806,0,1169.915,207.8498,2.119041,0,109.9259,140.7721,4.99938,148.606581831293,148.606581830629,0.000444293552923796,146.677507874646,146.677507874202,0.000360908303354737,89.99986,89.99986,75.66304,0.0001718126
1.059999,B,1.059999,0.1276525,0,0.5209379,0,1170.732,207.7943,2.166105,0,109.9029,140.7721,5.003122,148.774094728718,148.77409472805,0.000445681472186214,148.16524878868,148.165248788229,0.000365365117976982,89.99986,89.99986,77.14469,0.000175444
1.069999,B,1.069999,0.1289479,0,0.5217699,0,1171.55,207.7386,2.213695,0,109.8798,140.7721,5.006863,148.94178644008,148.941786439409,0.000447063631315392,149.654666619789,149.654666619332,0.000369835754190209,89.99986,89.99986,78.64124,0.00017912
